GS	SIZE	SOURCE	ES	NES	NOM p-val	FDR q-val	FWER p-val	Tag %	Gene %	Signal	FDR (median)	glob.p.val
GSE30962_ACUTE_VS_CHRONIC_LCMV_SECONDARY_INF_CD8_TCELL_DN	168	http://www.broadinstitute.org/gsea/msigdb/cards/GSE30962_ACUTE_VS_CHRONIC_LCMV_SECONDARY_INF_CD8_TCELL_DN	-0.2436	-0.97831	0.4615	0.86482	1	0.19	0.124	0.169	0.83531	0.244
GSE20366_CD103_POS_VS_CD103_KLRG1_DP_TREG_UP	156	http://www.broadinstitute.org/gsea/msigdb/cards/GSE20366_CD103_POS_VS_CD103_KLRG1_DP_TREG_UP	-0.23937	-0.97812	0.4742	0.8637	1	0.288	0.219	0.228	0.83529	0.242
GSE17721_LPS_VS_POLYIC_16H_BMDM_DN	165	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_LPS_VS_POLYIC_16H_BMDM_DN	-0.2111	-0.97792	0.4768	0.86274	1	0.273	0.216	0.217	0.83382	0.242
GSE26495_NAIVE_VS_PD1LOW_CD8_TCELL_UP	146	http://www.broadinstitute.org/gsea/msigdb/cards/GSE26495_NAIVE_VS_PD1LOW_CD8_TCELL_UP	-0.2474	-0.97788	0.5115	0.86115	1	0.137	0.0728	0.128	0.83211	0.237
GSE17721_LPS_VS_POLYIC_1H_BMDM_DN	172	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_LPS_VS_POLYIC_1H_BMDM_DN	-0.19208	-0.97756	0.5141	0.86051	1	0.25	0.215	0.199	0.83168	0.235
GSE31082_DN_VS_CD4_SP_THYMOCYTE_DN	171	http://www.broadinstitute.org/gsea/msigdb/cards/GSE31082_DN_VS_CD4_SP_THYMOCYTE_DN	-0.2149	-0.97715	0.5108	0.86035	1	0.211	0.176	0.176	0.83034	0.233
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_12H_DN	151	http://www.broadinstitute.org/gsea/msigdb/cards/GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_12H_DN	-0.28089	-0.97697	0.5085	0.8592	1	0.272	0.165	0.229	0.82865	0.23
GSE9037_CTRL_VS_LPS_1H_STIM_BMDM_DN	148	http://www.broadinstitute.org/gsea/msigdb/cards/GSE9037_CTRL_VS_LPS_1H_STIM_BMDM_DN	-0.22692	-0.97679	0.4914	0.85816	1	0.128	0.0867	0.119	0.82815	0.229
GSE27786_BCELL_VS_ERYTHROBLAST_UP	172	http://www.broadinstitute.org/gsea/msigdb/cards/GSE27786_BCELL_VS_ERYTHROBLAST_UP	-0.1905	-0.97635	0.4971	0.85802	1	0.221	0.199	0.179	0.82796	0.227
GSE36476_CTRL_VS_TSST_ACT_72H_MEMORY_CD4_TCELL_OLD_UP	159	http://www.broadinstitute.org/gsea/msigdb/cards/GSE36476_CTRL_VS_TSST_ACT_72H_MEMORY_CD4_TCELL_OLD_UP	-0.25348	-0.9763	0.4697	0.8565	1	0.296	0.186	0.244	0.82628	0.225
GSE1460_INTRATHYMIC_T_PROGENITOR_VS_THYMIC_STROMAL_CELL_DN	173	http://www.broadinstitute.org/gsea/msigdb/cards/GSE1460_INTRATHYMIC_T_PROGENITOR_VS_THYMIC_STROMAL_CELL_DN	-0.24817	-0.97612	0.4607	0.85538	1	0.318	0.201	0.257	0.82463	0.22
GSE27786_ERYTHROBLAST_VS_MONO_MAC_DN	181	http://www.broadinstitute.org/gsea/msigdb/cards/GSE27786_ERYTHROBLAST_VS_MONO_MAC_DN	-0.18736	-0.97604	0.5252	0.85395	1	0.227	0.205	0.183	0.82297	0.218
GSE360_L_DONOVANI_VS_T_GONDII_MAC_UP	149	http://www.broadinstitute.org/gsea/msigdb/cards/GSE360_L_DONOVANI_VS_T_GONDII_MAC_UP	-0.22663	-0.97579	0.4694	0.85313	1	0.242	0.164	0.204	0.82267	0.217
GSE36476_CTRL_VS_TSST_ACT_40H_MEMORY_CD4_TCELL_OLD_UP	155	http://www.broadinstitute.org/gsea/msigdb/cards/GSE36476_CTRL_VS_TSST_ACT_40H_MEMORY_CD4_TCELL_OLD_UP	-0.23683	-0.97548	0.47	0.85261	1	0.297	0.185	0.245	0.82194	0.216
GSE32423_CTRL_VS_IL7_MEMORY_CD8_TCELL_DN	120	http://www.broadinstitute.org/gsea/msigdb/cards/GSE32423_CTRL_VS_IL7_MEMORY_CD8_TCELL_DN	-0.21272	-0.97536	0.544	0.85145	1	0.275	0.22	0.216	0.82131	0.216
GSE360_T_GONDII_VS_B_MALAYI_HIGH_DOSE_DC_UP	146	http://www.broadinstitute.org/gsea/msigdb/cards/GSE360_T_GONDII_VS_B_MALAYI_HIGH_DOSE_DC_UP	-0.25095	-0.97511	0.4788	0.85064	1	0.26	0.15	0.224	0.82051	0.214
GSE20366_CD103_POS_VS_NEG_TREG_KLRG1NEG_UP	119	http://www.broadinstitute.org/gsea/msigdb/cards/GSE20366_CD103_POS_VS_NEG_TREG_KLRG1NEG_UP	-0.25328	-0.97459	0.4954	0.85079	1	0.244	0.141	0.211	0.82297	0.215
GSE17721_LPS_VS_POLYIC_12H_BMDM_UP	180	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_LPS_VS_POLYIC_12H_BMDM_UP	-0.17724	-0.97454	0.5584	0.84925	1	0.239	0.216	0.19	0.82133	0.212
GSE360_L_DONOVANI_VS_M_TUBERCULOSIS_DC_DN	158	http://www.broadinstitute.org/gsea/msigdb/cards/GSE360_L_DONOVANI_VS_M_TUBERCULOSIS_DC_DN	-0.24962	-0.97434	0.4843	0.84826	1	0.203	0.124	0.18	0.81993	0.212
GSE29618_MONOCYTE_VS_PDC_DN	153	http://www.broadinstitute.org/gsea/msigdb/cards/GSE29618_MONOCYTE_VS_PDC_DN	-0.22173	-0.97335	0.5198	0.85019	1	0.176	0.148	0.152	0.82269	0.211
GSE3982_DC_VS_MAC_LPS_STIM_UP	168	http://www.broadinstitute.org/gsea/msigdb/cards/GSE3982_DC_VS_MAC_LPS_STIM_UP	-0.18735	-0.97321	0.5735	0.84901	1	0.202	0.183	0.168	0.82142	0.209
GSE6269_FLU_VS_STREP_AUREUS_INF_PBMC_UP	144	http://www.broadinstitute.org/gsea/msigdb/cards/GSE6269_FLU_VS_STREP_AUREUS_INF_PBMC_UP	-0.2341	-0.97284	0.5064	0.84862	1	0.312	0.246	0.238	0.82175	0.21
GSE12366_PLASMA_CELL_VS_NAIVE_BCELL_DN	173	http://www.broadinstitute.org/gsea/msigdb/cards/GSE12366_PLASMA_CELL_VS_NAIVE_BCELL_DN	-0.20742	-0.97278	0.4802	0.84715	1	0.197	0.164	0.167	0.82013	0.21
GSE17974_1H_VS_72H_UNTREATED_IN_VITRO_CD4_TCELL_DN	178	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17974_1H_VS_72H_UNTREATED_IN_VITRO_CD4_TCELL_DN	-0.1944	-0.97177	0.5369	0.84908	1	0.174	0.172	0.146	0.82329	0.21
GSE7852_TREG_VS_TCONV_FAT_UP	176	http://www.broadinstitute.org/gsea/msigdb/cards/GSE7852_TREG_VS_TCONV_FAT_UP	-0.23296	-0.9716	0.501	0.84798	1	0.227	0.162	0.193	0.82288	0.208
GSE7460_WT_VS_FOXP3_HET_ACT_WITH_TGFB_TCONV_UP	162	http://www.broadinstitute.org/gsea/msigdb/cards/GSE7460_WT_VS_FOXP3_HET_ACT_WITH_TGFB_TCONV_UP	-0.22928	-0.97125	0.4836	0.84757	1	0.198	0.14	0.172	0.82237	0.205
GSE15324_NAIVE_VS_ACTIVATED_CD8_TCELL_DN	166	http://www.broadinstitute.org/gsea/msigdb/cards/GSE15324_NAIVE_VS_ACTIVATED_CD8_TCELL_DN	-0.22296	-0.97111	0.5122	0.84637	1	0.193	0.141	0.168	0.82113	0.204
GSE22886_NAIVE_VS_MEMORY_TCELL_DN	172	http://www.broadinstitute.org/gsea/msigdb/cards/GSE22886_NAIVE_VS_MEMORY_TCELL_DN	-0.21567	-0.97091	0.4839	0.8455	1	0.308	0.215	0.245	0.8197	0.201
GSE11057_NAIVE_CD4_VS_PBMC_CD4_TCELL_UP	160	http://www.broadinstitute.org/gsea/msigdb/cards/GSE11057_NAIVE_CD4_VS_PBMC_CD4_TCELL_UP	-0.22125	-0.97053	0.5345	0.84518	1	0.262	0.202	0.212	0.82066	0.199
GSE17721_POLYIC_VS_CPG_1H_BMDM_DN	159	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_POLYIC_VS_CPG_1H_BMDM_DN	-0.22725	-0.96981	0.4953	0.84604	1	0.358	0.244	0.274	0.82168	0.202
GSE2706_UNSTIM_VS_8H_LPS_AND_R848_DC_DN	159	http://www.broadinstitute.org/gsea/msigdb/cards/GSE2706_UNSTIM_VS_8H_LPS_AND_R848_DC_DN	-0.25775	-0.96975	0.4895	0.84462	1	0.264	0.164	0.224	0.82008	0.198
GSE36392_MAC_VS_NEUTROPHIL_IL25_TREATED_LUNG_DN	127	http://www.broadinstitute.org/gsea/msigdb/cards/GSE36392_MAC_VS_NEUTROPHIL_IL25_TREATED_LUNG_DN	-0.2221	-0.96947	0.5402	0.84397	1	0.244	0.174	0.204	0.82013	0.197
GSE27786_LSK_VS_BCELL_DN	164	http://www.broadinstitute.org/gsea/msigdb/cards/GSE27786_LSK_VS_BCELL_DN	-0.18782	-0.96916	0.5654	0.84355	1	0.238	0.222	0.187	0.81982	0.193
GSE3982_EOSINOPHIL_VS_NKCELL_UP	157	http://www.broadinstitute.org/gsea/msigdb/cards/GSE3982_EOSINOPHIL_VS_NKCELL_UP	-0.21958	-0.96792	0.5748	0.84615	1	0.287	0.229	0.224	0.82121	0.196
GSE17721_LPS_VS_PAM3CSK4_8H_BMDM_UP	170	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_LPS_VS_PAM3CSK4_8H_BMDM_UP	-0.22021	-0.96787	0.5084	0.84471	1	0.265	0.198	0.215	0.81963	0.191
GSE17721_0.5H_VS_4H_LPS_BMDM_UP	174	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_0.5H_VS_4H_LPS_BMDM_UP	-0.17905	-0.96671	0.5429	0.84717	1	0.0805	0.0716	0.0757	0.82246	0.194
GSE26669_CD4_VS_CD8_TCELL_IN_MLR_DN	158	http://www.broadinstitute.org/gsea/msigdb/cards/GSE26669_CD4_VS_CD8_TCELL_IN_MLR_DN	-0.22366	-0.96431	0.5097	0.85383	1	0.323	0.251	0.245	0.82923	0.209
GSE14308_TH2_VS_TH1_UP	175	http://www.broadinstitute.org/gsea/msigdb/cards/GSE14308_TH2_VS_TH1_UP	-0.19257	-0.96405	0.5712	0.85316	1	0.246	0.196	0.2	0.82779	0.208
GSE3982_CTRL_VS_LPS_1H_NEUTROPHIL_UP	151	http://www.broadinstitute.org/gsea/msigdb/cards/GSE3982_CTRL_VS_LPS_1H_NEUTROPHIL_UP	-0.20608	-0.96364	0.5655	0.85295	1	0.298	0.241	0.229	0.82842	0.207
GSE36476_CTRL_VS_TSST_ACT_40H_MEMORY_CD4_TCELL_YOUNG_UP	174	http://www.broadinstitute.org/gsea/msigdb/cards/GSE36476_CTRL_VS_TSST_ACT_40H_MEMORY_CD4_TCELL_YOUNG_UP	-0.21826	-0.96363	0.5333	0.85133	1	0.276	0.187	0.227	0.82684	0.203
GSE22886_IL2_VS_IL15_STIM_NKCELL_UP	105	http://www.broadinstitute.org/gsea/msigdb/cards/GSE22886_IL2_VS_IL15_STIM_NKCELL_UP	-0.24267	-0.96262	0.5277	0.85314	1	0.133	0.0715	0.125	0.82785	0.206
GSE9650_NAIVE_VS_EXHAUSTED_CD8_TCELL_UP	173	http://www.broadinstitute.org/gsea/msigdb/cards/GSE9650_NAIVE_VS_EXHAUSTED_CD8_TCELL_UP	-0.19547	-0.96211	0.5349	0.85341	1	0.145	0.114	0.13	0.82838	0.206
GSE360_L_DONOVANI_VS_M_TUBERCULOSIS_MAC_DN	157	http://www.broadinstitute.org/gsea/msigdb/cards/GSE360_L_DONOVANI_VS_M_TUBERCULOSIS_MAC_DN	-0.22888	-0.96204	0.5064	0.85206	1	0.274	0.197	0.223	0.82689	0.205
GSE10856_CTRL_VS_TNFRSF6B_IN_MACROPHAGE_DN	145	http://www.broadinstitute.org/gsea/msigdb/cards/GSE10856_CTRL_VS_TNFRSF6B_IN_MACROPHAGE_DN	-0.20751	-0.96184	0.5204	0.85108	1	0.207	0.174	0.173	0.82574	0.201
GSE20366_CD103_KLRG1_DP_VS_DN_TREG_UP	145	http://www.broadinstitute.org/gsea/msigdb/cards/GSE20366_CD103_KLRG1_DP_VS_DN_TREG_UP	-0.21231	-0.96146	0.5558	0.85086	1	0.166	0.122	0.147	0.82573	0.2
GSE27786_CD4_VS_CD8_TCELL_UP	167	http://www.broadinstitute.org/gsea/msigdb/cards/GSE27786_CD4_VS_CD8_TCELL_UP	-0.21353	-0.96146	0.5426	0.84926	1	0.186	0.138	0.162	0.82418	0.195
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_6H_DN	175	http://www.broadinstitute.org/gsea/msigdb/cards/GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_6H_DN	-0.28031	-0.96128	0.4962	0.84828	1	0.303	0.202	0.245	0.82353	0.19
GSE3982_EOSINOPHIL_VS_MAST_CELL_DN	182	http://www.broadinstitute.org/gsea/msigdb/cards/GSE3982_EOSINOPHIL_VS_MAST_CELL_DN	-0.20836	-0.96119	0.5449	0.847	1	0.28	0.25	0.213	0.82198	0.19
GSE22886_IGM_MEMORY_BCELL_VS_BLOOD_PLASMA_CELL_DN	188	http://www.broadinstitute.org/gsea/msigdb/cards/GSE22886_IGM_MEMORY_BCELL_VS_BLOOD_PLASMA_CELL_DN	-0.18467	-0.96108	0.5066	0.84578	1	0.207	0.191	0.17	0.82066	0.188
GSE14000_4H_VS_16H_LPS_DC_TRANSLATED_RNA_DN	177	http://www.broadinstitute.org/gsea/msigdb/cards/GSE14000_4H_VS_16H_LPS_DC_TRANSLATED_RNA_DN	-0.19819	-0.96049	0.535	0.84619	1	0.277	0.237	0.214	0.8211	0.19
GSE36476_CTRL_VS_TSST_ACT_16H_MEMORY_CD4_TCELL_YOUNG_UP	176	http://www.broadinstitute.org/gsea/msigdb/cards/GSE36476_CTRL_VS_TSST_ACT_16H_MEMORY_CD4_TCELL_YOUNG_UP	-0.23339	-0.96045	0.52	0.8447	1	0.29	0.187	0.239	0.81956	0.186
GSE17721_LPS_VS_CPG_24H_BMDM_DN	168	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_LPS_VS_CPG_24H_BMDM_DN	-0.19337	-0.96001	0.5775	0.84468	1	0.196	0.155	0.168	0.81956	0.185
GSE17721_LPS_VS_GARDIQUIMOD_4H_BMDM_UP	156	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_LPS_VS_GARDIQUIMOD_4H_BMDM_UP	-0.20022	-0.9598	0.5423	0.84384	1	0.115	0.0679	0.109	0.81914	0.179
GSE17721_LPS_VS_GARDIQUIMOD_12H_BMDM_UP	173	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_LPS_VS_GARDIQUIMOD_12H_BMDM_UP	-0.21953	-0.95922	0.5362	0.84423	1	0.26	0.205	0.21	0.81986	0.183
GSE22886_NAIVE_CD4_TCELL_VS_48H_ACT_TH2_DN	181	http://www.broadinstitute.org/gsea/msigdb/cards/GSE22886_NAIVE_CD4_TCELL_VS_48H_ACT_TH2_DN	-0.21436	-0.95875	0.5	0.8443	1	0.293	0.259	0.22	0.81908	0.182
GSE17721_CTRL_VS_GARDIQUIMOD_6H_BMDM_DN	163	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_CTRL_VS_GARDIQUIMOD_6H_BMDM_DN	-0.19711	-0.95832	0.5326	0.84422	1	0.258	0.226	0.202	0.81972	0.185
GSE27786_BCELL_VS_NKCELL_UP	160	http://www.broadinstitute.org/gsea/msigdb/cards/GSE27786_BCELL_VS_NKCELL_UP	-0.20165	-0.95819	0.5736	0.8431	1	0.256	0.202	0.207	0.81906	0.179
GSE5960_TH1_VS_ANERGIC_TH1_DN	165	http://www.broadinstitute.org/gsea/msigdb/cards/GSE5960_TH1_VS_ANERGIC_TH1_DN	-0.19006	-0.95725	0.56	0.84471	1	0.339	0.266	0.252	0.82069	0.177
GSE14308_TH1_VS_NATURAL_TREG_DN	171	http://www.broadinstitute.org/gsea/msigdb/cards/GSE14308_TH1_VS_NATURAL_TREG_DN	-0.18884	-0.95649	0.6169	0.8456	1	0.234	0.215	0.186	0.8216	0.18
GSE360_L_MAJOR_VS_M_TUBERCULOSIS_MAC_UP	130	http://www.broadinstitute.org/gsea/msigdb/cards/GSE360_L_MAJOR_VS_M_TUBERCULOSIS_MAC_UP	-0.22969	-0.95633	0.5242	0.84463	1	0.154	0.0958	0.141	0.82141	0.177
GSE1460_CD4_THYMOCYTE_VS_THYMIC_STROMAL_CELL_UP	154	http://www.broadinstitute.org/gsea/msigdb/cards/GSE1460_CD4_THYMOCYTE_VS_THYMIC_STROMAL_CELL_UP	-0.19561	-0.95631	0.5744	0.84314	1	0.24	0.196	0.195	0.8199	0.174
GSE1460_CD4_THYMOCYTE_VS_NAIVE_CD4_TCELL_ADULT_BLOOD_UP	171	http://www.broadinstitute.org/gsea/msigdb/cards/GSE1460_CD4_THYMOCYTE_VS_NAIVE_CD4_TCELL_ADULT_BLOOD_UP	-0.21321	-0.95591	0.5593	0.84309	1	0.257	0.211	0.206	0.81937	0.173
GSE6269_HEALTHY_VS_E_COLI_INF_PBMC_UP	155	http://www.broadinstitute.org/gsea/msigdb/cards/GSE6269_HEALTHY_VS_E_COLI_INF_PBMC_UP	-0.20627	-0.95559	0.5524	0.84265	1	0.187	0.169	0.157	0.81874	0.173
GSE29618_BCELL_VS_MONOCYTE_UP	137	http://www.broadinstitute.org/gsea/msigdb/cards/GSE29618_BCELL_VS_MONOCYTE_UP	-0.20849	-0.95504	0.5568	0.84288	1	0.139	0.117	0.124	0.81957	0.172
GSE17721_CPG_VS_GARDIQUIMOD_6H_BMDM_DN	175	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_CPG_VS_GARDIQUIMOD_6H_BMDM_DN	-0.18431	-0.95491	0.5813	0.84175	1	0.217	0.197	0.177	0.81945	0.171
GSE17580_UNINFECTED_VS_S_MANSONI_INF_TEFF_UP	162	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17580_UNINFECTED_VS_S_MANSONI_INF_TEFF_UP	-0.20507	-0.95391	0.5367	0.8437	1	0.358	0.269	0.265	0.81901	0.174
GSE22886_NAIVE_CD4_TCELL_VS_NEUTROPHIL_DN	144	http://www.broadinstitute.org/gsea/msigdb/cards/GSE22886_NAIVE_CD4_TCELL_VS_NEUTROPHIL_DN	-0.24638	-0.95274	0.5261	0.84603	1	0.188	0.124	0.166	0.82334	0.177
GSE16522_ANTI_CD3CD28_STIM_VS_UNSTIM_MEMORY_CD8_TCELL_UP	164	http://www.broadinstitute.org/gsea/msigdb/cards/GSE16522_ANTI_CD3CD28_STIM_VS_UNSTIM_MEMORY_CD8_TCELL_UP	-0.20787	-0.95266	0.5316	0.84476	1	0.22	0.176	0.183	0.82184	0.176
GSE22886_NAIVE_CD4_TCELL_VS_12H_ACT_TH2_UP	173	http://www.broadinstitute.org/gsea/msigdb/cards/GSE22886_NAIVE_CD4_TCELL_VS_12H_ACT_TH2_UP	-0.20357	-0.95128	0.5734	0.84801	1	0.249	0.211	0.199	0.82615	0.179
GSE17721_POLYIC_VS_PAM3CSK4_8H_BMDM_DN	175	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_POLYIC_VS_PAM3CSK4_8H_BMDM_DN	-0.18102	-0.95101	0.5918	0.84735	1	0.234	0.225	0.184	0.82574	0.178
KAECH_NAIVE_VS_DAY8_EFF_CD8_TCELL_DN	168	http://www.broadinstitute.org/gsea/msigdb/cards/KAECH_NAIVE_VS_DAY8_EFF_CD8_TCELL_DN	-0.21975	-0.95064	0.5481	0.84713	1	0.185	0.136	0.161	0.82473	0.175
GSE22886_NAIVE_TCELL_VS_MONOCYTE_DN	189	http://www.broadinstitute.org/gsea/msigdb/cards/GSE22886_NAIVE_TCELL_VS_MONOCYTE_DN	-0.23776	-0.95037	0.5204	0.84657	1	0.175	0.108	0.158	0.82512	0.176
GSE20715_WT_VS_TLR4_KO_48H_OZONE_LUNG_DN	169	http://www.broadinstitute.org/gsea/msigdb/cards/GSE20715_WT_VS_TLR4_KO_48H_OZONE_LUNG_DN	-0.1961	-0.95019	0.5757	0.84568	1	0.219	0.194	0.179	0.82502	0.173
GSE17721_CTRL_VS_CPG_8H_BMDM_DN	150	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_CTRL_VS_CPG_8H_BMDM_DN	-0.19367	-0.95005	0.5518	0.84464	1	0.213	0.202	0.172	0.82354	0.173
GSE9037_CTRL_VS_LPS_4H_STIM_BMDM_DN	168	http://www.broadinstitute.org/gsea/msigdb/cards/GSE9037_CTRL_VS_LPS_4H_STIM_BMDM_DN	-0.1936	-0.94884	0.5692	0.84722	1	0.131	0.112	0.118	0.82725	0.172
GSE22886_NAIVE_TCELL_VS_DC_UP	161	http://www.broadinstitute.org/gsea/msigdb/cards/GSE22886_NAIVE_TCELL_VS_DC_UP	-0.20099	-0.94815	0.5637	0.84802	1	0.242	0.215	0.192	0.82757	0.172
GSE39820_CTRL_VS_TGFBETA1_IL6_IL23A_CD4_TCELL_DN	166	http://www.broadinstitute.org/gsea/msigdb/cards/GSE39820_CTRL_VS_TGFBETA1_IL6_IL23A_CD4_TCELL_DN	-0.21231	-0.94803	0.5595	0.8469	1	0.217	0.161	0.184	0.82617	0.169
GSE3982_NEUTROPHIL_VS_TH1_UP	155	http://www.broadinstitute.org/gsea/msigdb/cards/GSE3982_NEUTROPHIL_VS_TH1_UP	-0.21225	-0.9479	0.5773	0.8458	1	0.271	0.21	0.217	0.82527	0.169
GSE27786_NKCELL_VS_NEUTROPHIL_UP	179	http://www.broadinstitute.org/gsea/msigdb/cards/GSE27786_NKCELL_VS_NEUTROPHIL_UP	-0.18018	-0.94714	0.6073	0.84679	1	0.128	0.128	0.114	0.82636	0.171
GSE360_DC_VS_MAC_B_MALAYI_HIGH_DOSE_DN	171	http://www.broadinstitute.org/gsea/msigdb/cards/GSE360_DC_VS_MAC_B_MALAYI_HIGH_DOSE_DN	-0.23986	-0.94681	0.51	0.84642	1	0.304	0.205	0.245	0.82575	0.17
GSE22886_DC_VS_MONOCYTE_DN	171	http://www.broadinstitute.org/gsea/msigdb/cards/GSE22886_DC_VS_MONOCYTE_DN	-0.23708	-0.94596	0.5327	0.84794	1	0.199	0.136	0.174	0.82667	0.171
GSE12845_NAIVE_VS_DARKZONE_GC_TONSIL_BCELL_UP	156	http://www.broadinstitute.org/gsea/msigdb/cards/GSE12845_NAIVE_VS_DARKZONE_GC_TONSIL_BCELL_UP	-0.2336	-0.94591	0.5346	0.8466	1	0.372	0.274	0.273	0.82554	0.171
GSE14308_NAIVE_CD4_TCELL_VS_INDUCED_TREG_UP	157	http://www.broadinstitute.org/gsea/msigdb/cards/GSE14308_NAIVE_CD4_TCELL_VS_INDUCED_TREG_UP	-0.21022	-0.94503	0.5429	0.84813	1	0.14	0.0922	0.129	0.82734	0.173
GSE14000_TRANSLATED_RNA_VS_MRNA_4H_LPS_DC_DN	143	http://www.broadinstitute.org/gsea/msigdb/cards/GSE14000_TRANSLATED_RNA_VS_MRNA_4H_LPS_DC_DN	-0.20074	-0.94394	0.5549	0.85009	1	0.238	0.198	0.193	0.83077	0.173
GSE27786_CD4_TCELL_VS_NEUTROPHIL_DN	150	http://www.broadinstitute.org/gsea/msigdb/cards/GSE27786_CD4_TCELL_VS_NEUTROPHIL_DN	-0.20519	-0.9432	0.5861	0.85119	1	0.24	0.188	0.197	0.8319	0.176
GSE15750_WT_VS_TRAF6KO_DAY6_EFF_CD8_TCELL_DN	131	http://www.broadinstitute.org/gsea/msigdb/cards/GSE15750_WT_VS_TRAF6KO_DAY6_EFF_CD8_TCELL_DN	-0.19725	-0.94291	0.5938	0.85065	1	0.229	0.185	0.188	0.83054	0.173
GSE29618_MONOCYTE_VS_MDC_UP	179	http://www.broadinstitute.org/gsea/msigdb/cards/GSE29618_MONOCYTE_VS_MDC_UP	-0.25157	-0.9429	0.5139	0.84918	1	0.179	0.0908	0.165	0.82908	0.17
GSE17721_LPS_VS_PAM3CSK4_2H_BMDM_UP	165	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_LPS_VS_PAM3CSK4_2H_BMDM_UP	-0.24483	-0.94289	0.5311	0.84773	1	0.255	0.176	0.212	0.82788	0.168
GSE12845_IGD_POS_BLOOD_VS_NAIVE_TONSIL_BCELL_UP	155	http://www.broadinstitute.org/gsea/msigdb/cards/GSE12845_IGD_POS_BLOOD_VS_NAIVE_TONSIL_BCELL_UP	-0.21096	-0.94146	0.5691	0.85104	1	0.239	0.203	0.193	0.83223	0.173
GSE360_CTRL_VS_B_MALAYI_LOW_DOSE_MAC_UP	161	http://www.broadinstitute.org/gsea/msigdb/cards/GSE360_CTRL_VS_B_MALAYI_LOW_DOSE_MAC_UP	-0.19163	-0.94132	0.6178	0.85002	1	0.118	0.0685	0.111	0.83107	0.173
GSE19825_CD24LOW_VS_IL2RA_HIGH_DAY3_EFF_CD8_TCELL_UP	168	http://www.broadinstitute.org/gsea/msigdb/cards/GSE19825_CD24LOW_VS_IL2RA_HIGH_DAY3_EFF_CD8_TCELL_UP	-0.20881	-0.94061	0.5763	0.8508	1	0.161	0.113	0.144	0.8317	0.173
GSE26928_NAIVE_VS_CXCR5_POS_CD4_TCELL_DN	160	http://www.broadinstitute.org/gsea/msigdb/cards/GSE26928_NAIVE_VS_CXCR5_POS_CD4_TCELL_DN	-0.19819	-0.94047	0.6112	0.84979	1	0.244	0.202	0.197	0.83057	0.172
GSE17721_LPS_VS_CPG_12H_BMDM_UP	164	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_LPS_VS_CPG_12H_BMDM_UP	-0.20071	-0.94002	0.5847	0.84976	1	0.207	0.164	0.175	0.83065	0.171
GSE14000_TRANSLATED_RNA_VS_MRNA_16H_LPS_DC_UP	101	http://www.broadinstitute.org/gsea/msigdb/cards/GSE14000_TRANSLATED_RNA_VS_MRNA_16H_LPS_DC_UP	-0.22607	-0.93981	0.5372	0.84901	1	0.287	0.207	0.23	0.82922	0.17
GSE16755_CTRL_VS_IFNA_TREATED_MAC_DN	170	http://www.broadinstitute.org/gsea/msigdb/cards/GSE16755_CTRL_VS_IFNA_TREATED_MAC_DN	-0.23821	-0.93954	0.5486	0.8484	1	0.218	0.147	0.188	0.82888	0.168
GSE27786_LSK_VS_CD8_TCELL_DN	163	http://www.broadinstitute.org/gsea/msigdb/cards/GSE27786_LSK_VS_CD8_TCELL_DN	-0.18635	-0.93844	0.5875	0.8507	1	0.288	0.254	0.218	0.83195	0.169
GSE17721_CTRL_VS_CPG_0.5H_BMDM_UP	181	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_CTRL_VS_CPG_0.5H_BMDM_UP	-0.18235	-0.93767	0.6412	0.8517	1	0.182	0.185	0.151	0.83327	0.17
GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_6H_CD4_TCELL_UP	150	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_6H_CD4_TCELL_UP	-0.25447	-0.93739	0.5141	0.85122	1	0.147	0.0785	0.137	0.8327	0.169
