GS	SIZE	SOURCE	ES	NES	NOM p-val	FDR q-val	FWER p-val	Tag %	Gene %	Signal	FDR (median)	glob.p.val
GSE3982_EFF_MEMORY_CD4_TCELL_VS_TH2_DN	182	http://www.broadinstitute.org/gsea/msigdb/cards/GSE3982_EFF_MEMORY_CD4_TCELL_VS_TH2_DN	0.27278	1.09	0.3068	0.76457	1	0.335	0.256	0.253	0.7117	0.177
GSE17721_LPS_VS_PAM3CSK4_24H_BMDM_DN	169	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_LPS_VS_PAM3CSK4_24H_BMDM_DN	0.24765	1.0898	0.3042	0.76122	1	0.266	0.244	0.204	0.70873	0.175
GSE39820_TGFBETA1_VS_TGFBETA3_IN_IL6_TREATED_CD4_TCELL_DN	141	http://www.broadinstitute.org/gsea/msigdb/cards/GSE39820_TGFBETA1_VS_TGFBETA3_IN_IL6_TREATED_CD4_TCELL_DN	0.2415	1.0898	0.3264	0.76306	1	0.284	0.272	0.209	0.70972	0.176
GSE7460_TREG_VS_TCONV_ACT_WITH_TGFB_UP	141	http://www.broadinstitute.org/gsea/msigdb/cards/GSE7460_TREG_VS_TCONV_ACT_WITH_TGFB_UP	0.2605	1.0894	0.2825	0.76074	1	0.255	0.224	0.2	0.70744	0.174
GSE2706_UNSTIM_VS_8H_R848_DC_UP	151	http://www.broadinstitute.org/gsea/msigdb/cards/GSE2706_UNSTIM_VS_8H_R848_DC_UP	0.29313	1.0893	0.3158	0.75887	1	0.278	0.221	0.219	0.70636	0.174
GSE3982_CTRL_VS_LPS_4H_MAC_UP	172	http://www.broadinstitute.org/gsea/msigdb/cards/GSE3982_CTRL_VS_LPS_4H_MAC_UP	0.21661	1.0893	0.2556	0.75696	1	0.326	0.297	0.232	0.70441	0.17
GSE30083_SP3_VS_SP4_THYMOCYTE_UP	128	http://www.broadinstitute.org/gsea/msigdb/cards/GSE30083_SP3_VS_SP4_THYMOCYTE_UP	0.25738	1.089	0.2452	0.7561	1	0.234	0.163	0.198	0.70248	0.169
GSE9988_LPS_VS_LPS_AND_ANTI_TREM1_MONOCYTE_UP	173	http://www.broadinstitute.org/gsea/msigdb/cards/GSE9988_LPS_VS_LPS_AND_ANTI_TREM1_MONOCYTE_UP	0.24312	1.0885	0.2863	0.75628	1	0.214	0.184	0.177	0.70262	0.171
GSE27786_CD4_TCELL_VS_ERYTHTROBLAST_DN	138	http://www.broadinstitute.org/gsea/msigdb/cards/GSE27786_CD4_TCELL_VS_ERYTHTROBLAST_DN	0.24195	1.0883	0.2793	0.75529	1	0.181	0.159	0.154	0.70395	0.171
GSE36476_YOUNG_VS_OLD_DONOR_MEMORY_CD4_TCELL_UP	143	http://www.broadinstitute.org/gsea/msigdb/cards/GSE36476_YOUNG_VS_OLD_DONOR_MEMORY_CD4_TCELL_UP	0.26271	1.088	0.2994	0.75422	1	0.28	0.211	0.223	0.70328	0.171
GSE360_T_GONDII_VS_M_TUBERCULOSIS_DC_DN	146	http://www.broadinstitute.org/gsea/msigdb/cards/GSE360_T_GONDII_VS_M_TUBERCULOSIS_DC_DN	0.28763	1.0876	0.3072	0.7536	1	0.164	0.0993	0.15	0.70277	0.166
GSE22886_IGA_VS_IGM_MEMORY_BCELL_UP	151	http://www.broadinstitute.org/gsea/msigdb/cards/GSE22886_IGA_VS_IGM_MEMORY_BCELL_UP	0.24307	1.0865	0.2915	0.7561	1	0.318	0.244	0.243	0.70495	0.171
GSE13306_RA_VS_UNTREATED_TCONV_DN	129	http://www.broadinstitute.org/gsea/msigdb/cards/GSE13306_RA_VS_UNTREATED_TCONV_DN	0.25872	1.0862	0.2832	0.75523	1	0.233	0.168	0.195	0.70327	0.169
GSE24142_DN2_VS_DN3_THYMOCYTE_FETAL_UP	166	http://www.broadinstitute.org/gsea/msigdb/cards/GSE24142_DN2_VS_DN3_THYMOCYTE_FETAL_UP	0.27759	1.086	0.3088	0.75399	1	0.325	0.245	0.249	0.70138	0.168
GSE17721_CTRL_VS_POLYIC_0.5H_BMDM_DN	142	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_CTRL_VS_POLYIC_0.5H_BMDM_DN	0.24913	1.0858	0.3044	0.75272	1	0.261	0.245	0.199	0.70156	0.161
GSE3982_EFF_MEMORY_CD4_TCELL_VS_TH1_UP	142	http://www.broadinstitute.org/gsea/msigdb/cards/GSE3982_EFF_MEMORY_CD4_TCELL_VS_TH1_UP	0.2664	1.0858	0.3256	0.75097	1	0.197	0.124	0.175	0.69968	0.16
GSE36476_YOUNG_VS_OLD_DONOR_MEMORY_CD4_TCELL_16H_TSST_ACT_UP	124	http://www.broadinstitute.org/gsea/msigdb/cards/GSE36476_YOUNG_VS_OLD_DONOR_MEMORY_CD4_TCELL_16H_TSST_ACT_UP	0.25517	1.0857	0.2789	0.74913	1	0.226	0.212	0.18	0.69781	0.158
GSE3982_BCELL_VS_TH2_UP	158	http://www.broadinstitute.org/gsea/msigdb/cards/GSE3982_BCELL_VS_TH2_UP	0.24332	1.0855	0.3354	0.74796	1	0.323	0.261	0.241	0.69646	0.158
GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN3_THYMOCYTE_ADULT_UP	174	http://www.broadinstitute.org/gsea/msigdb/cards/GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN3_THYMOCYTE_ADULT_UP	0.25813	1.0853	0.2908	0.74703	1	0.287	0.204	0.232	0.69511	0.157
GSE13738_TCR_VS_BYSTANDER_ACTIVATED_CD4_TCELL_UP	167	http://www.broadinstitute.org/gsea/msigdb/cards/GSE13738_TCR_VS_BYSTANDER_ACTIVATED_CD4_TCELL_UP	0.24043	1.0843	0.2936	0.74906	1	0.341	0.291	0.245	0.69843	0.161
GSE17721_12H_VS_24H_PAM3CSK4_BMDM_DN	171	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_12H_VS_24H_PAM3CSK4_BMDM_DN	0.22947	1.0843	0.3002	0.74718	1	0.246	0.214	0.196	0.69658	0.158
GSE14769_UNSTIM_VS_240MIN_LPS_BMDM_UP	180	http://www.broadinstitute.org/gsea/msigdb/cards/GSE14769_UNSTIM_VS_240MIN_LPS_BMDM_UP	0.22082	1.083	0.3016	0.75071	1	0.317	0.265	0.236	0.70015	0.159
GSE17721_LPS_VS_PAM3CSK4_1H_BMDM_UP	164	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_LPS_VS_PAM3CSK4_1H_BMDM_UP	0.22234	1.0822	0.2899	0.75187	1	0.287	0.265	0.213	0.70229	0.161
GSE1460_CD4_THYMOCYTE_VS_NAIVE_CD4_TCELL_ADULT_BLOOD_DN	167	http://www.broadinstitute.org/gsea/msigdb/cards/GSE1460_CD4_THYMOCYTE_VS_NAIVE_CD4_TCELL_ADULT_BLOOD_DN	0.2453	1.0816	0.3166	0.75242	1	0.365	0.288	0.263	0.70225	0.165
GSE3982_BCELL_VS_CENT_MEMORY_CD4_TCELL_UP	153	http://www.broadinstitute.org/gsea/msigdb/cards/GSE3982_BCELL_VS_CENT_MEMORY_CD4_TCELL_UP	0.25905	1.0799	0.306	0.75764	1	0.346	0.276	0.254	0.70718	0.17
GSE3982_NEUTROPHIL_VS_BASOPHIL_DN	179	http://www.broadinstitute.org/gsea/msigdb/cards/GSE3982_NEUTROPHIL_VS_BASOPHIL_DN	0.22001	1.0792	0.3524	0.75834	1	0.229	0.213	0.183	0.70961	0.17
GSE9006_1MONTH_VS_4MONTH_POST_TYPE_1_DIABETES_DX_PBMC_DN	127	http://www.broadinstitute.org/gsea/msigdb/cards/GSE9006_1MONTH_VS_4MONTH_POST_TYPE_1_DIABETES_DX_PBMC_DN	0.23124	1.079	0.2522	0.75713	1	0.118	0.0894	0.109	0.70784	0.169
GSE36476_CTRL_VS_TSST_ACT_40H_MEMORY_CD4_TCELL_OLD_DN	185	http://www.broadinstitute.org/gsea/msigdb/cards/GSE36476_CTRL_VS_TSST_ACT_40H_MEMORY_CD4_TCELL_OLD_DN	0.30315	1.0769	0.3717	0.76392	1	0.389	0.299	0.277	0.71543	0.173
GSE24634_TEFF_VS_TCONV_DAY7_IN_CULTURE_DN	174	http://www.broadinstitute.org/gsea/msigdb/cards/GSE24634_TEFF_VS_TCONV_DAY7_IN_CULTURE_DN	0.27469	1.0763	0.3145	0.76457	1	0.264	0.178	0.22	0.71713	0.174
GSE22886_NAIVE_CD4_TCELL_VS_DC_UP	153	http://www.broadinstitute.org/gsea/msigdb/cards/GSE22886_NAIVE_CD4_TCELL_VS_DC_UP	0.23062	1.0757	0.3341	0.76524	1	0.15	0.119	0.134	0.71747	0.174
GSE3982_EOSINOPHIL_VS_BASOPHIL_UP	149	http://www.broadinstitute.org/gsea/msigdb/cards/GSE3982_EOSINOPHIL_VS_BASOPHIL_UP	0.24903	1.0756	0.3207	0.76362	1	0.262	0.239	0.201	0.7163	0.173
GSE1460_CD4_THYMOCYTE_VS_THYMIC_STROMAL_CELL_DN	169	http://www.broadinstitute.org/gsea/msigdb/cards/GSE1460_CD4_THYMOCYTE_VS_THYMIC_STROMAL_CELL_DN	0.26213	1.0751	0.3042	0.76368	1	0.16	0.0989	0.146	0.71721	0.172
GSE29618_PRE_VS_DAY7_FLU_VACCINE_MDC_DN	154	http://www.broadinstitute.org/gsea/msigdb/cards/GSE29618_PRE_VS_DAY7_FLU_VACCINE_MDC_DN	0.2096	1.0748	0.287	0.76305	1	0.143	0.129	0.126	0.71687	0.172
GSE22886_NAIVE_VS_IGM_MEMORY_BCELL_DN	167	http://www.broadinstitute.org/gsea/msigdb/cards/GSE22886_NAIVE_VS_IGM_MEMORY_BCELL_DN	0.24594	1.0747	0.3214	0.76178	1	0.162	0.101	0.147	0.7155	0.169
GSE24102_GRANULOCYSTIC_MDSC_VS_NEUTROPHIL_DN	165	http://www.broadinstitute.org/gsea/msigdb/cards/GSE24102_GRANULOCYSTIC_MDSC_VS_NEUTROPHIL_DN	0.22569	1.0741	0.3311	0.76212	1	0.261	0.258	0.196	0.71665	0.168
GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_6H_ACT_CD4_TCELL_DN	151	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_6H_ACT_CD4_TCELL_DN	0.2444	1.074	0.2889	0.7604	1	0.212	0.158	0.181	0.71502	0.164
GSE29618_BCELL_VS_MDC_DAY7_FLU_VACCINE_DN	173	http://www.broadinstitute.org/gsea/msigdb/cards/GSE29618_BCELL_VS_MDC_DAY7_FLU_VACCINE_DN	0.26482	1.0739	0.3231	0.75888	1	0.162	0.0894	0.149	0.7132	0.162
GSE29618_PRE_VS_DAY7_POST_TIV_FLU_VACCINE_PDC_UP	123	http://www.broadinstitute.org/gsea/msigdb/cards/GSE29618_PRE_VS_DAY7_POST_TIV_FLU_VACCINE_PDC_UP	0.26811	1.0736	0.3369	0.75838	1	0.325	0.236	0.251	0.71263	0.161
GSE11864_CSF1_VS_CSF1_IFNG_PAM3CYS_IN_MAC_UP	174	http://www.broadinstitute.org/gsea/msigdb/cards/GSE11864_CSF1_VS_CSF1_IFNG_PAM3CYS_IN_MAC_UP	0.21389	1.0731	0.2675	0.75846	1	0.264	0.255	0.2	0.71453	0.161
GSE11924_TFH_VS_TH2_CD4_TCELL_DN	154	http://www.broadinstitute.org/gsea/msigdb/cards/GSE11924_TFH_VS_TH2_CD4_TCELL_DN	0.21042	1.0723	0.2947	0.75976	1	0.175	0.174	0.146	0.71381	0.162
GSE33513_TCF7_KO_VS_HET_EARLY_THYMIC_PROGENITOR_DN	156	http://www.broadinstitute.org/gsea/msigdb/cards/GSE33513_TCF7_KO_VS_HET_EARLY_THYMIC_PROGENITOR_DN	0.22099	1.0721	0.3134	0.75902	1	0.173	0.162	0.147	0.71267	0.162
GSE3982_DC_VS_TH1_DN	164	http://www.broadinstitute.org/gsea/msigdb/cards/GSE3982_DC_VS_TH1_DN	0.23902	1.0714	0.327	0.7599	1	0.226	0.2	0.183	0.71129	0.162
GSE22886_TH1_VS_TH2_48H_ACT_UP	129	http://www.broadinstitute.org/gsea/msigdb/cards/GSE22886_TH1_VS_TH2_48H_ACT_UP	0.26942	1.0713	0.3424	0.7581	1	0.202	0.109	0.181	0.70951	0.16
GSE9650_EXHAUSTED_VS_MEMORY_CD8_TCELL_UP	146	http://www.broadinstitute.org/gsea/msigdb/cards/GSE9650_EXHAUSTED_VS_MEMORY_CD8_TCELL_UP	0.24865	1.071	0.2953	0.75763	1	0.212	0.164	0.179	0.7101	0.163
GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_2H_ACT_CD4_TCELL_DN	107	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_2H_ACT_CD4_TCELL_DN	0.28294	1.0704	0.344	0.75801	1	0.243	0.152	0.208	0.70843	0.158
GSE32423_CTRL_VS_IL7_IL4_MEMORY_CD8_TCELL_UP	166	http://www.broadinstitute.org/gsea/msigdb/cards/GSE32423_CTRL_VS_IL7_IL4_MEMORY_CD8_TCELL_UP	0.2243	1.0703	0.3159	0.75506	1	0.301	0.263	0.225	0.70646	0.159
GSE9650_NAIVE_VS_EXHAUSTED_CD8_TCELL_DN	141	http://www.broadinstitute.org/gsea/msigdb/cards/GSE9650_NAIVE_VS_EXHAUSTED_CD8_TCELL_DN	0.24357	1.0703	0.3106	0.75679	1	0.163	0.165	0.138	0.70735	0.159
GSE3982_NKCELL_VS_TH2_UP	135	http://www.broadinstitute.org/gsea/msigdb/cards/GSE3982_NKCELL_VS_TH2_UP	0.25569	1.0696	0.3556	0.75589	1	0.244	0.171	0.205	0.70818	0.157
GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_2H_ACT_CD4_TCELL_UP	134	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_2H_ACT_CD4_TCELL_UP	0.24042	1.0695	0.3122	0.75428	1	0.388	0.317	0.268	0.70644	0.157
GSE31082_DP_VS_CD8_SP_THYMOCYTE_UP	185	http://www.broadinstitute.org/gsea/msigdb/cards/GSE31082_DP_VS_CD8_SP_THYMOCYTE_UP	0.21965	1.0694	0.3066	0.75286	1	0.216	0.185	0.179	0.70566	0.157
GSE22886_NAIVE_BCELL_VS_BLOOD_PLASMA_CELL_UP	178	http://www.broadinstitute.org/gsea/msigdb/cards/GSE22886_NAIVE_BCELL_VS_BLOOD_PLASMA_CELL_UP	0.2445	1.0688	0.3504	0.75337	1	0.236	0.206	0.19	0.70407	0.154
GSE19825_NAIVE_VS_DAY3_EFF_CD8_TCELL_UP	103	http://www.broadinstitute.org/gsea/msigdb/cards/GSE19825_NAIVE_VS_DAY3_EFF_CD8_TCELL_UP	0.29436	1.0677	0.3603	0.75625	1	0.194	0.0985	0.176	0.70786	0.155
GSE15930_STIM_VS_STIM_AND_IL-12_72H_CD8_T_CELL_UP	163	http://www.broadinstitute.org/gsea/msigdb/cards/GSE15930_STIM_VS_STIM_AND_IL-12_72H_CD8_T_CELL_UP	0.20726	1.0667	0.3247	0.75846	1	0.0982	0.0984	0.0896	0.7107	0.156
GSE29618_PRE_VS_DAY7_FLU_VACCINE_PDC_UP	117	http://www.broadinstitute.org/gsea/msigdb/cards/GSE29618_PRE_VS_DAY7_FLU_VACCINE_PDC_UP	0.25622	1.066	0.2886	0.75954	1	0.179	0.0979	0.163	0.7103	0.161
GSE1448_CTRL_VS_ANTI_VALPHA2_DP_THYMOCYTE_UP	155	http://www.broadinstitute.org/gsea/msigdb/cards/GSE1448_CTRL_VS_ANTI_VALPHA2_DP_THYMOCYTE_UP	0.23709	1.0659	0.3491	0.75817	1	0.206	0.173	0.173	0.70897	0.157
GSE360_CTRL_VS_B_MALAYI_HIGH_DOSE_DC_DN	158	http://www.broadinstitute.org/gsea/msigdb/cards/GSE360_CTRL_VS_B_MALAYI_HIGH_DOSE_DC_DN	0.22899	1.0645	0.3111	0.75988	1	0.335	0.278	0.245	0.71195	0.157
GSE36392_TYPE_2_MYELOID_VS_MAC_IL25_TREATED_LUNG_DN	164	http://www.broadinstitute.org/gsea/msigdb/cards/GSE36392_TYPE_2_MYELOID_VS_MAC_IL25_TREATED_LUNG_DN	0.22432	1.0645	0.3064	0.76171	1	0.335	0.253	0.254	0.71367	0.159
GSE30083_SP2_VS_SP4_THYMOCYTE_DN	156	http://www.broadinstitute.org/gsea/msigdb/cards/GSE30083_SP2_VS_SP4_THYMOCYTE_DN	0.2808	1.0639	0.3697	0.7606	1	0.199	0.0988	0.181	0.71328	0.159
GSE12845_IGD_POS_BLOOD_VS_PRE_GC_TONSIL_BCELL_DN	186	http://www.broadinstitute.org/gsea/msigdb/cards/GSE12845_IGD_POS_BLOOD_VS_PRE_GC_TONSIL_BCELL_DN	0.27252	1.0635	0.3469	0.76006	1	0.274	0.222	0.216	0.71244	0.158
GSE3982_NEUTROPHIL_VS_NKCELL_DN	170	http://www.broadinstitute.org/gsea/msigdb/cards/GSE3982_NEUTROPHIL_VS_NKCELL_DN	0.20658	1.0633	0.3185	0.75906	1	0.229	0.241	0.176	0.71073	0.157
GSE3982_MAST_CELL_VS_MAC_UP	166	http://www.broadinstitute.org/gsea/msigdb/cards/GSE3982_MAST_CELL_VS_MAC_UP	0.20952	1.0626	0.3123	0.76036	1	0.133	0.118	0.118	0.71327	0.157
GSE17580_TREG_VS_TEFF_S_MANSONI_INF_UP	168	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17580_TREG_VS_TEFF_S_MANSONI_INF_UP	0.25049	1.0623	0.3461	0.75945	1	0.244	0.177	0.203	0.71198	0.155
GSE14769_20MIN_VS_360MIN_LPS_BMDM_UP	181	http://www.broadinstitute.org/gsea/msigdb/cards/GSE14769_20MIN_VS_360MIN_LPS_BMDM_UP	0.23094	1.0618	0.3264	0.75956	1	0.331	0.291	0.238	0.71333	0.154
GSE17721_0.5H_VS_24H_GARDIQUIMOD_BMDM_UP	172	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_0.5H_VS_24H_GARDIQUIMOD_BMDM_UP	0.20593	1.0612	0.3285	0.76006	1	0.215	0.207	0.173	0.71181	0.155
GSE2706_2H_VS_8H_LPS_STIM_DC_UP	158	http://www.broadinstitute.org/gsea/msigdb/cards/GSE2706_2H_VS_8H_LPS_STIM_DC_UP	0.25508	1.0609	0.3629	0.7594	1	0.361	0.289	0.26	0.71125	0.154
GSE15930_STIM_VS_STIM_AND_IFNAB_24H_CD8_T_CELL_UP	152	http://www.broadinstitute.org/gsea/msigdb/cards/GSE15930_STIM_VS_STIM_AND_IFNAB_24H_CD8_T_CELL_UP	0.21073	1.0605	0.3193	0.75731	1	0.211	0.219	0.166	0.71023	0.151
GSE7460_TCONV_VS_TREG_LN_DN	175	http://www.broadinstitute.org/gsea/msigdb/cards/GSE7460_TCONV_VS_TREG_LN_DN	0.25087	1.0605	0.3436	0.75891	1	0.326	0.235	0.253	0.71191	0.156
GSE1460_NAIVE_CD4_TCELL_CORD_BLOOD_VS_THYMIC_STROMAL_CELL_UP	128	http://www.broadinstitute.org/gsea/msigdb/cards/GSE1460_NAIVE_CD4_TCELL_CORD_BLOOD_VS_THYMIC_STROMAL_CELL_UP	0.23011	1.0603	0.3262	0.75619	1	0.352	0.272	0.259	0.70919	0.147
GSE3982_BASOPHIL_VS_CENT_MEMORY_CD4_TCELL_DN	153	http://www.broadinstitute.org/gsea/msigdb/cards/GSE3982_BASOPHIL_VS_CENT_MEMORY_CD4_TCELL_DN	0.24393	1.0599	0.3521	0.75615	1	0.261	0.231	0.203	0.71	0.147
GSE3982_NEUTROPHIL_VS_BCELL_DN	178	http://www.broadinstitute.org/gsea/msigdb/cards/GSE3982_NEUTROPHIL_VS_BCELL_DN	0.20974	1.0593	0.3416	0.75665	1	0.23	0.235	0.179	0.70993	0.149
GSE13484_12H_VS_3H_YF17D_VACCINE_STIM_PBMC_UP	172	http://www.broadinstitute.org/gsea/msigdb/cards/GSE13484_12H_VS_3H_YF17D_VACCINE_STIM_PBMC_UP	0.20789	1.0591	0.2903	0.75595	1	0.203	0.192	0.167	0.70969	0.15
GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN3_THYMOCYTE_DN	158	http://www.broadinstitute.org/gsea/msigdb/cards/GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN3_THYMOCYTE_DN	0.24215	1.0589	0.3383	0.7548	1	0.278	0.237	0.215	0.70861	0.147
KAECH_DAY15_EFF_VS_MEMORY_CD8_TCELL_UP	153	http://www.broadinstitute.org/gsea/msigdb/cards/KAECH_DAY15_EFF_VS_MEMORY_CD8_TCELL_UP	0.25161	1.0588	0.3166	0.75367	1	0.327	0.247	0.249	0.70696	0.146
GSE10325_MYELOID_VS_LUPUS_MYELOID_UP	113	http://www.broadinstitute.org/gsea/msigdb/cards/GSE10325_MYELOID_VS_LUPUS_MYELOID_UP	0.27	1.0587	0.3303	0.74875	1	0.221	0.128	0.195	0.70206	0.14
GSE24634_IL4_VS_CTRL_TREATED_NAIVE_CD4_TCELL_DAY3_UP	153	http://www.broadinstitute.org/gsea/msigdb/cards/GSE24634_IL4_VS_CTRL_TREATED_NAIVE_CD4_TCELL_DAY3_UP	0.25432	1.0587	0.3377	0.75049	1	0.281	0.208	0.225	0.70368	0.143
GSE6269_HEALTHY_VS_FLU_INF_PBMC_UP	137	http://www.broadinstitute.org/gsea/msigdb/cards/GSE6269_HEALTHY_VS_FLU_INF_PBMC_UP	0.24039	1.0587	0.345	0.75211	1	0.38	0.322	0.26	0.70532	0.145
GSE9650_GP33_VS_GP276_LCMV_SPECIFIC_EXHAUSTED_CD8_TCELL_UP	145	http://www.broadinstitute.org/gsea/msigdb/cards/GSE9650_GP33_VS_GP276_LCMV_SPECIFIC_EXHAUSTED_CD8_TCELL_UP	0.25128	1.0584	0.3676	0.74806	1	0.152	0.105	0.137	0.70104	0.141
GSE30962_PRIMARY_VS_SECONDARY_ACUTE_LCMV_INF_CD8_TCELL_DN	150	http://www.broadinstitute.org/gsea/msigdb/cards/GSE30962_PRIMARY_VS_SECONDARY_ACUTE_LCMV_INF_CD8_TCELL_DN	0.23503	1.0581	0.3364	0.74739	1	0.233	0.195	0.19	0.70089	0.14
GSE15659_CD45RA_NEG_CD4_TCELL_VS_ACTIVATED_TREG_DN	145	http://www.broadinstitute.org/gsea/msigdb/cards/GSE15659_CD45RA_NEG_CD4_TCELL_VS_ACTIVATED_TREG_DN	0.1974	1.0576	0.3191	0.74752	1	0.138	0.138	0.12	0.70121	0.14
GSE27786_ERYTHROBLAST_VS_NEUTROPHIL_UP	149	http://www.broadinstitute.org/gsea/msigdb/cards/GSE27786_ERYTHROBLAST_VS_NEUTROPHIL_UP	0.22414	1.0571	0.3479	0.74774	1	0.208	0.189	0.171	0.7031	0.139
GSE339_EX_VIVO_VS_IN_CULTURE_CD4POS_DC_UP	178	http://www.broadinstitute.org/gsea/msigdb/cards/GSE339_EX_VIVO_VS_IN_CULTURE_CD4POS_DC_UP	0.22775	1.057	0.3604	0.74671	1	0.253	0.234	0.196	0.70149	0.138
GSE17721_POLYIC_VS_GARDIQUIMOD_12H_BMDM_UP	152	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_POLYIC_VS_GARDIQUIMOD_12H_BMDM_UP	0.22395	1.0546	0.3241	0.75426	1	0.178	0.141	0.154	0.70935	0.142
GSE3982_DC_VS_TH1_UP	163	http://www.broadinstitute.org/gsea/msigdb/cards/GSE3982_DC_VS_TH1_UP	0.24191	1.0541	0.3438	0.75484	1	0.221	0.16	0.188	0.71056	0.142
GSE17721_POLYIC_VS_CPG_12H_BMDM_DN	173	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_POLYIC_VS_CPG_12H_BMDM_DN	0.21407	1.053	0.3287	0.75708	1	0.15	0.135	0.132	0.71294	0.145
GSE7460_CTRL_VS_TGFB_TREATED_ACT_CD8_TCELL_DN	151	http://www.broadinstitute.org/gsea/msigdb/cards/GSE7460_CTRL_VS_TGFB_TREATED_ACT_CD8_TCELL_DN	0.24001	1.0521	0.3545	0.75923	1	0.225	0.18	0.187	0.71684	0.145
GSE15930_NAIVE_VS_72H_IN_VITRO_STIM_CD8_TCELL_UP	163	http://www.broadinstitute.org/gsea/msigdb/cards/GSE15930_NAIVE_VS_72H_IN_VITRO_STIM_CD8_TCELL_UP	0.23415	1.0516	0.3554	0.75769	1	0.27	0.225	0.212	0.71403	0.145
GSE17721_LPS_VS_GARDIQUIMOD_8H_BMDM_DN	171	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_LPS_VS_GARDIQUIMOD_8H_BMDM_DN	0.22781	1.0516	0.3513	0.75936	1	0.158	0.131	0.139	0.71564	0.145
GSE9037_WT_VS_IRAK4_KO_LPS_1H_STIM_BMDM_UP	173	http://www.broadinstitute.org/gsea/msigdb/cards/GSE9037_WT_VS_IRAK4_KO_LPS_1H_STIM_BMDM_UP	0.2002	1.0512	0.3209	0.75741	1	0.353	0.314	0.245	0.71454	0.143
GSE22886_TCELL_VS_BCELL_NAIVE_DN	132	http://www.broadinstitute.org/gsea/msigdb/cards/GSE22886_TCELL_VS_BCELL_NAIVE_DN	0.25164	1.051	0.3541	0.75666	1	0.394	0.277	0.288	0.71396	0.143
GSE20366_TREG_VS_NAIVE_CD4_TCELL_DEC205_CONVERSION_DN	130	http://www.broadinstitute.org/gsea/msigdb/cards/GSE20366_TREG_VS_NAIVE_CD4_TCELL_DEC205_CONVERSION_DN	0.25177	1.0507	0.3589	0.75596	1	0.215	0.144	0.186	0.71309	0.139
GSE27786_ERYTHROBLAST_VS_MONO_MAC_UP	145	http://www.broadinstitute.org/gsea/msigdb/cards/GSE27786_ERYTHROBLAST_VS_MONO_MAC_UP	0.22496	1.0506	0.3468	0.75476	1	0.2	0.168	0.168	0.71149	0.139
GSE32423_IL7_VS_IL4_MEMORY_CD8_TCELL_UP	159	http://www.broadinstitute.org/gsea/msigdb/cards/GSE32423_IL7_VS_IL4_MEMORY_CD8_TCELL_UP	0.23035	1.0497	0.3782	0.75651	1	0.283	0.235	0.219	0.71366	0.141
GSE24634_TREG_VS_TCONV_POST_DAY5_IL4_CONVERSION_DN	175	http://www.broadinstitute.org/gsea/msigdb/cards/GSE24634_TREG_VS_TCONV_POST_DAY5_IL4_CONVERSION_DN	0.26055	1.0494	0.3459	0.75604	1	0.286	0.204	0.23	0.7149	0.139
GSE17974_2H_VS_72H_UNTREATED_IN_VITRO_CD4_TCELL_UP	164	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17974_2H_VS_72H_UNTREATED_IN_VITRO_CD4_TCELL_UP	0.22395	1.0493	0.3763	0.7546	1	0.146	0.123	0.13	0.71427	0.138
GSE17721_0.5H_VS_4H_POLYIC_BMDM_DN	184	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_0.5H_VS_4H_POLYIC_BMDM_DN	0.20842	1.0491	0.3443	0.75373	1	0.163	0.168	0.138	0.71329	0.135
GSE13493_CD4INTCD8POS_VS_CD8POS_THYMOCYTE_DN	133	http://www.broadinstitute.org/gsea/msigdb/cards/GSE13493_CD4INTCD8POS_VS_CD8POS_THYMOCYTE_DN	0.24771	1.0487	0.3538	0.75361	1	0.211	0.182	0.174	0.71409	0.135
GSE29618_MONOCYTE_VS_MDC_DAY7_FLU_VACCINE_UP	181	http://www.broadinstitute.org/gsea/msigdb/cards/GSE29618_MONOCYTE_VS_MDC_DAY7_FLU_VACCINE_UP	0.26119	1.0486	0.3804	0.75238	1	0.249	0.153	0.213	0.71251	0.135
